epoch,loss,acc_train,acc_val,acc_test
145,0.7976131439208984,0.9928571428571429,0.81,0.83
146,0.8004973530769348,0.9928571428571429,0.81,0.827
147,0.7900934219360352,0.9928571428571429,0.812,0.825
148,0.7716398239135742,0.9928571428571429,0.812,0.824
149,0.7876269817352295,0.9857142857142858,0.814,0.824
150,0.8173143267631531,0.9857142857142858,0.814,0.821
151,0.8348577618598938,0.9857142857142858,0.81,0.823
152,0.7461754679679871,0.9857142857142858,0.808,0.824
153,0.8226318955421448,0.9857142857142858,0.808,0.823
154,0.8688837885856628,0.9857142857142858,0.81,0.823
155,0.8502194285392761,0.9857142857142858,0.812,0.822
156,0.8020965456962585,0.9857142857142858,0.812,0.826
157,0.7155875563621521,0.9857142857142858,0.812,0.827
158,0.791757345199585,0.9857142857142858,0.814,0.826
159,0.7037665843963623,0.9928571428571429,0.814,0.826
160,0.7639178037643433,0.9928571428571429,0.808,0.826
161,0.7732330560684204,0.9928571428571429,0.812,0.826
162,0.7688544392585754,0.9928571428571429,0.808,0.823
163,0.7566770315170288,0.9928571428571429,0.806,0.82
164,0.6818757057189941,0.9928571428571429,0.804,0.816
165,0.7179752588272095,0.9928571428571429,0.806,0.814
166,0.7745112180709839,0.9928571428571429,0.802,0.815
167,0.779829204082489,0.9928571428571429,0.8,0.815
168,0.7293084859848022,0.9857142857142858,0.802,0.812
169,0.7124193906784058,0.9857142857142858,0.804,0.811
170,0.7816222310066223,0.9857142857142858,0.804,0.813
171,0.7077333331108093,0.9857142857142858,0.806,0.816
172,0.6846702694892883,0.9857142857142858,0.802,0.817
173,0.833581268787384,0.9857142857142858,0.804,0.819
174,0.7580080032348633,0.9857142857142858,0.808,0.82
175,0.7590516805648804,0.9857142857142858,0.806,0.824
176,0.6766701340675354,0.9928571428571429,0.806,0.828
177,0.7026369571685791,0.9928571428571429,0.812,0.828
178,0.6873629093170166,0.9857142857142858,0.81,0.828
179,0.750484824180603,0.9857142857142858,0.808,0.829
180,0.7137219309806824,0.9857142857142858,0.808,0.829
181,0.7646379470825195,0.9857142857142858,0.808,0.828
182,0.7086465358734131,0.9928571428571429,0.81,0.826
183,0.7518694400787354,0.9928571428571429,0.81,0.825
184,0.6991639733314514,0.9928571428571429,0.81,0.825
185,0.6757810115814209,0.9928571428571429,0.812,0.825
186,0.778987467288971,0.9928571428571429,0.812,0.825
187,0.6182213425636292,0.9928571428571429,0.808,0.824
188,0.6742619276046753,0.9928571428571429,0.81,0.821
189,0.7437782883644104,0.9928571428571429,0.81,0.822
190,0.7028977870941162,0.9928571428571429,0.806,0.819
191,0.7130687236785889,0.9928571428571429,0.802,0.818
192,0.6148626208305359,0.9928571428571429,0.802,0.819
193,0.7271425724029541,0.9928571428571429,0.802,0.817
194,0.690013587474823,0.9928571428571429,0.8,0.817
195,0.7171099781990051,0.9928571428571429,0.8,0.818
196,0.7477183938026428,0.9928571428571429,0.8,0.818
197,0.7026772499084473,0.9928571428571429,0.802,0.818
198,0.6960605978965759,0.9928571428571429,0.802,0.82
199,0.6562243103981018,0.9928571428571429,0.802,0.82
200,0.7041506767272949,0.9928571428571429,0.804,0.818
